Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SALARY
192,Aaron Gordon,PF,26,DEN,48,48,31.8,5.6,10.9,0.516,1.1,3.5,0.329,4.5,7.4,0.605,0.569,2.2,3,0.733,1.7,3.9,5.6,2.6,0.7,0.6,1.8,1.9,14.6,16409091
227,Aaron Henry,SF,22,PHI,6,0,2.8,0.2,0.8,0.2,0,0.2,0,0.2,0.7,0.25,0.2,0,0,,0,0.2,0.2,0,0,0.3,0.3,0.3,0.3,NA
238,Aaron Holiday,PG,25,WAS,40,13,15.9,2.4,5.1,0.466,0.6,1.6,0.349,1.8,3.5,0.518,0.52,0.6,0.8,0.806,0.2,1.4,1.6,1.9,0.5,0.2,0.9,1.5,5.9,3980551
398,Aaron Nesmith,SF,22,BOS,38,1,10.1,1.2,3.2,0.358,0.4,2.1,0.215,0.7,1.2,0.614,0.427,0.3,0.4,0.813,0.2,1.4,1.6,0.3,0.3,0.1,0.6,1.2,3.1,3631200
395,Abdel Nader,SF,28,PHO,14,0,10.4,0.9,2.5,0.343,0.3,1,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,2000000
390,Ade Murkey,SG,24,SAC,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,NA
97,Ahmad Caver,PG,25,IND,1,0,1,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2,NA
244,Al Horford,C,35,BOS,46,46,28.5,3.8,8.7,0.436,1.2,4,0.295,2.6,4.7,0.556,0.504,1.3,1.6,0.836,1.6,5.9,7.5,3.3,0.6,1.3,1,1.9,10.1,27000000
84,Alec Burks,SG,30,NYK,52,20,26.7,3.3,8.6,0.382,1.8,4.6,0.397,1.5,4.1,0.365,0.487,2.7,3.3,0.83,0.6,3.7,4.3,2.6,1.1,0.3,1,2.3,11.1,9536000
168,Aleem Ford,SF,24,ORL,5,0,14.8,1.2,4,0.3,0.4,3,0.133,0.8,1,0.8,0.35,0,0,,0.4,2.6,3,0.4,0.2,0,0.8,1.4,2.8,NA
439,Aleksej Pokusevski,PF,20,OKC,37,2,15.4,2,5.5,0.366,0.6,2.5,0.239,1.4,3,0.473,0.421,0.2,0.4,0.5,1,3.2,4.2,1.2,0.5,0.5,1.2,1.2,4.8,3113160
95,Alex Caruso,SG,27,CHI,28,9,27.7,2.8,6.5,0.429,1.1,3.1,0.345,1.7,3.4,0.505,0.511,1.7,2.1,0.814,0.9,3,3.9,3.9,1.9,0.4,1.4,2.4,8.4,8604651
321,Alex Len,C,28,SAC,32,9,16.8,2.5,4.8,0.526,0.2,0.6,0.316,2.3,4.2,0.556,0.546,1.1,1.8,0.643,1.5,3.2,4.7,1.3,0.3,0.8,1.2,2.8,6.3,3731707
362,Alfonzo McKinnie,SF,29,CHI,16,3,12.8,1.5,3.8,0.393,0.6,1.7,0.333,0.9,2.1,0.441,0.467,0.1,0.4,0.167,0.8,1.2,2,0.3,0.1,0.2,0.4,1.6,3.6,1090007
272,Alize Johnson,PF,25,TOT,19,0,7.3,0.7,1.5,0.483,0,0.2,0,0.7,1.3,0.56,0.483,0.2,0.4,0.5,1.1,1.4,2.5,0.4,0.2,0,0.6,0.8,1.7,705598
272,Alize Johnson,PF,25,CHI,16,0,7.6,0.8,1.4,0.522,0,0.1,0,0.8,1.3,0.571,0.522,0.3,0.4,0.571,1,1.3,2.3,0.5,0.2,0,0.5,0.9,1.8,705598
272,Alize Johnson,PF,25,WAS,3,0,6,0.7,2,0.333,0,0.7,0,0.7,1.3,0.5,0.333,0,0.3,0,1.7,2.3,4,0,0,0,1,0,1.3,705598
107,Amir Coffey,SG,24,LAC,42,20,22,2.8,6,0.458,1.4,3.6,0.391,1.4,2.4,0.559,0.575,1.5,1.7,0.887,0.5,2.6,3.1,1.6,0.5,0.2,0.5,1.3,8.4,NA
148,Andre Drummond,C,28,PHI,48,12,18.5,2.6,4.9,0.538,0,0,0,2.6,4.8,0.543,0.538,0.9,1.7,0.512,2.8,6.1,8.9,1.9,1.1,0.9,1.6,2.5,6.1,2401537
256,Andre Iguodala,SF,38,GSW,25,0,20.5,1.6,4,0.386,0.5,2.4,0.217,1,1.6,0.634,0.45,0.5,0.6,0.813,0.8,2.6,3.4,3.9,0.8,0.8,0.9,1,4.2,2641691
125,Anthony Davis,C,28,LAL,33,33,35.4,9.5,17.9,0.529,0.3,1.9,0.175,9.2,16,0.571,0.538,4.4,6.1,0.726,2.9,7.2,10.2,2.8,1.3,2.2,2.2,2.6,23.7,35361360
153,Anthony Edwards,SG,20,MIN,47,47,35,8,18.1,0.441,3.2,8.8,0.36,4.8,9.3,0.517,0.528,3.1,3.8,0.811,0.9,4,4.9,3.6,1.6,0.7,2.9,2.3,22.2,10245480
187,Anthony Gill,PF,29,WAS,20,0,5.9,0.9,1.4,0.667,0.3,0.4,0.714,0.7,1,0.65,0.759,0.6,0.7,0.857,0.4,0.9,1.3,0.4,0.1,0.2,0.3,1,2.7,1517981
313,Anthony Lamb,SF,24,SAS,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0.5,0.5,1,0,0,0,0,0,NA
69,Armoni Brooks,SG,23,HOU,40,8,17.1,2.2,6.2,0.349,1.6,5.3,0.303,0.6,1,0.605,0.478,0.4,0.5,0.842,0.3,1.7,2,1.2,0.5,0.2,0.6,1.5,6.4,1489065
310,Arnoldas Kulboka,SF,24,CHO,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,NA
62,Avery Bradley,SG,31,LAL,46,40,23.7,2.6,6.2,0.414,1.4,3.6,0.38,1.2,2.6,0.462,0.525,0.3,0.3,0.857,0.5,1.8,2.3,0.8,1,0.2,0.6,2,6.8,2641691
141,Ayo Dosunmu,SG,22,CHI,49,15,24.6,3.1,5.9,0.526,0.9,2.2,0.425,2.2,3.8,0.584,0.603,0.8,1.1,0.661,0.3,2.3,2.6,2.8,0.6,0.4,1.2,2.1,7.9,925258
273,B.J. Johnson,SF,26,ORL,4,0,16.3,2.8,6.3,0.44,1,2.5,0.4,1.8,3.8,0.467,0.52,0,0,,1.5,2.3,3.8,0,0,0.3,0,1,6.5,NA
3,Bam Adebayo,C,24,MIA,29,29,33.1,6.8,13.3,0.514,0,0.1,0,6.8,13.2,0.518,0.514,4.6,5.9,0.767,2.7,7.3,10.1,3.5,1.6,0.7,3,3.2,18.2,28103550
365,Ben McLemore,SG,28,POR,37,4,17.7,2.9,7.4,0.397,2.3,5.9,0.388,0.6,1.4,0.434,0.553,0.7,0.9,0.781,0.2,1.2,1.5,0.8,0.3,0.1,0.6,1.5,8.8,2389641
49,Bismack Biyombo,C,29,PHO,14,3,20.6,3.9,6.3,0.614,0,0,,3.9,6.3,0.614,0.614,1.9,3.4,0.553,3.1,4.3,7.4,1,0.6,1,0.9,2.2,9.6,1366392
204,Blake Griffin,PF,32,BRK,42,21,18.7,2.5,6.1,0.412,0.7,2.8,0.237,1.9,3.3,0.561,0.467,1,1.4,0.733,1.1,3.3,4.4,2.1,0.5,0.3,0.5,1.9,6.8,32405817
340,Boban Marjanovi?,C,33,DAL,17,0,5.8,2.1,3.4,0.632,0.1,0.2,0.333,2.1,3.2,0.648,0.64,0.5,0.9,0.5,0.4,1.4,1.8,0.1,0,0.1,0.6,1.2,4.8,NA
445,Bobby Portis,C,26,MIL,46,41,28.7,6,12.3,0.488,1.9,4.6,0.422,4.1,7.7,0.528,0.567,1.5,1.9,0.77,2.6,6.5,9.1,1.3,0.7,0.8,1.5,2.6,15.4,4347600
53,Bogdan Bogdanovi?,SG,29,ATL,35,26,28.7,4.5,10.9,0.416,2.3,6.5,0.36,2.2,4.4,0.5,0.524,1,1.3,0.8,0.3,3.5,3.8,2.9,0.9,0.2,1.1,2,12.5,NA
54,Bojan Bogdanovi?,PF,32,UTA,51,51,31,6.1,13.3,0.46,2.4,6.4,0.383,3.7,6.9,0.531,0.552,3.2,3.7,0.862,0.8,3.5,4.3,1.8,0.5,0,1.7,1.7,17.9,NA
55,Bol Bol,PF,22,DEN,13,0,6.2,1.2,2.1,0.556,0.1,0.3,0.25,1.1,1.8,0.609,0.574,0.2,0.2,0.667,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.3,2.5,2161152
254,Bones Hyland,PG,21,DEN,41,0,17.5,2.8,7.8,0.361,1.6,4.8,0.34,1.2,3,0.395,0.466,1,1.1,0.894,0.2,2.4,2.6,1.9,0.5,0.3,1.2,2.1,8.3,2096880
40,Bradley Beal,SG,28,WAS,40,40,36,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14,0.508,0.492,4.2,5.1,0.833,1,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,34502130
59,Brandon Boston Jr.,SG,20,LAC,38,0,15.6,2.4,6.6,0.364,0.7,2.3,0.295,1.7,4.3,0.401,0.416,1.2,1.4,0.855,0.3,2.1,2.4,0.8,0.5,0.2,0.7,0.9,6.7,925258
104,Brandon Clarke,PF,25,MEM,40,1,18.6,4.2,6.5,0.65,0.1,0.5,0.222,4.1,6.1,0.682,0.658,1.4,1.9,0.711,2,3.2,5.2,1.4,0.5,1,0.5,1.7,9.9,2726880
190,Brandon Goodwin,PG,26,CLE,14,3,17.8,2.4,6,0.393,0.9,2.3,0.375,1.5,3.7,0.404,0.464,0.5,1,0.5,0.5,2.1,2.6,3.5,1.1,0,1.2,1.6,6.1,NA
258,Brandon Ingram,SF,24,NOP,39,39,34.5,8.3,18.5,0.445,1.6,4.6,0.348,6.7,14,0.477,0.488,4.7,5.7,0.821,0.7,5.2,5.9,5.5,0.7,0.4,2.6,2,22.8,29467800
303,Brandon Knight,PG,30,DAL,3,0,18,3,6.7,0.45,1.3,4.3,0.308,1.7,2.3,0.714,0.55,2.7,2.7,1,0,2.3,2.3,2.7,0.3,0,1.3,1.7,10,0
298,Braxton Key,SF,24,PHI,2,0,3,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,0.5,0.5,1,0.5,0.5,0,1,0.5,1,NA
329,Brook Lopez,C,33,MIL,1,1,28,3,9,0.333,2,4,0.5,1,5,0.2,0.444,0,0,,2,3,5,0,1,3,0,3,8,13302325
71,Bruce Brown,SF,25,BRK,44,18,20.3,2.6,5.3,0.481,0.3,0.8,0.297,2.3,4.5,0.515,0.504,0.7,1,0.738,1.3,3,4.3,1.2,1,0.5,0.6,2.4,6.1,4736102
163,Bruno Fernando,C,23,BOS,19,0,2.8,0.3,0.6,0.455,0.1,0.1,1,0.2,0.5,0.4,0.5,0.2,0.3,0.8,0.4,0.4,0.7,0.2,0,0.2,0.3,0.3,0.8,1782621
167,Bryn Forbes,SG,28,TOT,50,1,17.7,3.3,7.8,0.426,1.6,3.9,0.408,1.7,3.9,0.444,0.528,1,1.2,0.897,0.1,1.4,1.5,1.1,0.4,0.1,0.8,1.2,9.3,NA
167,Bryn Forbes,SG,28,SAS,40,1,16.9,3.2,7.4,0.432,1.6,3.8,0.417,1.6,3.6,0.448,0.539,1.1,1.2,0.898,0.1,1.5,1.6,1,0.4,0.1,0.8,1.1,9.1,NA
167,Bryn Forbes,SG,28,DEN,10,0,21,3.9,9.6,0.406,1.7,4.5,0.378,2.2,5.1,0.431,0.495,0.8,0.9,0.889,0.2,0.9,1.1,1.2,0.1,0,0.5,1.9,10.3,NA
231,Buddy Hield,SG,29,SAC,55,6,28.6,4.8,12.6,0.382,3.3,9,0.368,1.5,3.6,0.419,0.514,1.5,1.7,0.87,0.8,3.2,4,1.9,0.9,0.3,1.6,2.1,14.4,22477273
370,C.J. Miles,SG,34,BOS,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,NA
122,Cade Cunningham,PG,20,DET,41,41,32,6,15,0.397,2,6.2,0.328,3.9,8.8,0.446,0.465,1.8,2.1,0.86,0.9,4.5,5.5,5.2,1.3,0.7,3.5,3,15.8,10050120
343,Caleb Martin,SF,26,MIA,43,10,23,3.6,7.2,0.503,1,2.6,0.366,2.7,4.6,0.581,0.569,1.1,1.6,0.731,1.3,2.7,4,1,1,0.5,0.8,1.6,9.3,NA
274,Cameron Johnson,PF,25,PHO,49,10,26.2,4.2,9,0.466,2.5,5.8,0.437,1.7,3.2,0.519,0.607,1.2,1.4,0.841,0.6,3.7,4.3,1.2,0.9,0.2,0.6,1.7,12.1,4437000
360,Cameron McGriff,SF,24,POR,3,0,15.3,1.7,4.7,0.357,0.7,2,0.333,1,2.7,0.375,0.429,0.7,0.7,1,2,3,5,1,0,0.3,0,2.3,4.7,NA
417,Cameron Oliver,SF,25,ATL,2,0,21.5,5,7.5,0.667,0.5,1.5,0.333,4.5,6,0.75,0.7,1,1.5,0.667,1,2,3,1.5,0.5,0.5,0,2.5,11.5,NA
430,Cameron Payne,PG,27,PHO,40,0,20.4,4,9.8,0.404,1.1,3.4,0.336,2.8,6.4,0.44,0.462,1.4,1.7,0.864,0.4,2.4,2.8,3.6,0.6,0.3,1.8,1.9,10.5,6500000
322,Caris LeVert,SG,27,IND,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,17500000
284,Carlik Jones,PG,24,TOT,5,0,4.6,0.2,1.8,0.111,0,0.2,0,0.2,1.6,0.125,0.111,0.4,0.4,1,0.2,0.4,0.6,1,0.2,0,0.6,0,0.8,NA
284,Carlik Jones,PG,24,DAL,3,0,6.3,0,2.3,0,0,0.3,0,0,2,0,0,0.7,0.7,1,0.3,0.7,1,1.7,0.3,0,1,0,0.7,NA
284,Carlik Jones,PG,24,DEN,2,0,2,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0,0,0,0,0,0,0,0,1,NA
14,Carmelo Anthony,PF,37,LAL,50,3,26.5,4.6,10.5,0.437,2.3,5.9,0.392,2.3,4.6,0.496,0.548,2,2.4,0.824,0.8,3.3,4.2,1,0.7,0.8,0.9,2.2,13.4,2641691
29,Cat Barber,PG,27,ATL,3,0,4.3,0,1.3,0,0,0,,0,1.3,0,0,0,1.3,0,0.3,0.7,1,1,0,0,0.3,0.3,0,NA
421,Cedi Osman,SF,26,CLE,42,3,23.3,3.9,9.2,0.419,2,5.8,0.354,1.8,3.4,0.528,0.53,1.1,1.8,0.64,0.4,2,2.4,2,0.9,0.2,0.9,2,10.9,8050000
253,Chandler Hutchison,SF,25,PHO,6,0,3.7,0.2,0.3,0.5,0,0,,0.2,0.3,0.5,0.5,0.3,0.3,1,0,0.8,0.8,0.3,0,0,0.7,0.2,0.7,NA
35,Charles Bassey,PF,21,PHI,22,0,7.3,1.3,2,0.651,0,0.2,0,1.3,1.8,0.718,0.651,0.4,0.5,0.727,0.9,1.8,2.7,0.3,0.2,0.8,0.4,1.4,2.9,925258
72,Charlie Brown Jr.,SG,24,TOT,17,2,9.8,0.5,2.1,0.25,0.1,0.7,0.083,0.5,1.4,0.333,0.264,0.4,0.5,0.875,0.8,1,1.8,0.3,0.5,0.2,0.3,1.1,1.5,NA
72,Charlie Brown Jr.,SG,24,DAL,3,0,5,0.3,1.7,0.2,0,1,0,0.3,0.7,0.5,0.2,0,0,,0,0.3,0.3,0.3,0.7,0.3,0,0.7,0.7,NA
72,Charlie Brown Jr.,SG,24,PHI,14,2,10.8,0.6,2.2,0.258,0.1,0.6,0.111,0.5,1.6,0.318,0.274,0.5,0.6,0.875,1,1.1,2.1,0.3,0.5,0.2,0.4,1.1,1.7,NA
73,Chaundee Brown Jr.,SG-SF,23,TOT,5,2,20.8,2,6.4,0.313,1.2,3.6,0.333,0.8,2.8,0.286,0.406,1,1.2,0.833,0.2,3,3.2,0.8,0.4,0,0.2,1.4,6.2,NA
73,Chaundee Brown Jr.,SF,23,LAL,2,0,10.5,0.5,3.5,0.143,0,1.5,0,0.5,2,0.25,0.143,0,0,,0,1,1,0,0,0,0.5,0,1,NA
73,Chaundee Brown Jr.,SG,23,ATL,3,2,27.7,3,8.3,0.36,2,5,0.4,1,3.3,0.3,0.48,1.7,2,0.833,0.3,4.3,4.7,1.3,0.7,0,0,2.3,9.7,NA
134,Cheick Diallo,C,25,DET,3,0,10.3,1,2.7,0.375,0,0,,1,2.7,0.375,0.375,1.7,2,0.833,1.3,2.7,4,0,0.3,0,0.3,2,3.7,NA
368,Chimezie Metu,C,24,SAC,37,19,22.1,3.4,8.1,0.418,1,3.6,0.271,2.4,4.5,0.536,0.478,1,1.4,0.72,0.6,5.3,5.9,1,0.9,0.6,0.9,1.4,8.7,1762796
60,Chris Boucher,PF,29,TOR,49,8,20.2,3.2,7.1,0.46,0.8,2.8,0.283,2.4,4.2,0.577,0.516,1.8,2.3,0.757,2.1,3.8,5.9,0.4,0.7,1.1,0.6,2.1,9.1,7009615
100,Chris Chiozza,PG,26,GSW,26,1,10.7,0.7,2.5,0.292,0.6,1.7,0.372,0.1,0.8,0.136,0.415,0,0,1,0.3,0.8,1.2,1.8,0.3,0,0.8,0.9,2.1,NA
149,Chris Duarte,SG,24,IND,47,35,28.9,5,11.6,0.433,1.7,4.8,0.36,3.3,6.8,0.484,0.507,1.6,2,0.777,0.7,3.5,4.2,2.2,1.1,0.2,1.6,1.7,13.3,3749520
429,Chris Paul,PG,36,PHO,52,52,33.1,5.6,11.5,0.489,1.1,3.2,0.335,4.6,8.3,0.547,0.535,2.6,3.2,0.83,0.3,4.2,4.5,10.4,1.9,0.3,2.3,2.2,14.9,30800000
412,Chuma Okeke,PF,23,ORL,44,10,23.5,2.9,7.7,0.38,1.3,4.5,0.291,1.6,3.1,0.507,0.466,0.8,0.9,0.846,0.6,3.9,4.5,1.5,1.4,0.6,0.8,1.4,7.9,3277080
156,CJ Elleby,SF,21,POR,30,2,12.1,1.4,3.4,0.417,0.5,1.6,0.306,0.9,1.8,0.519,0.49,0.5,0.6,0.833,0.7,1.7,2.4,0.9,0.5,0.1,0.4,1.5,3.9,1517981
354,CJ McCollum,SG,30,POR,36,36,35.2,8.1,18.5,0.436,3.1,8,0.384,5,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1,0.6,1.9,2.1,20.5,30864198
91,Clint Capela,C,27,ATL,45,44,28.3,4.9,8.5,0.578,0,0,0,4.9,8.5,0.58,0.578,1.1,2.4,0.464,3.8,8.3,12.2,1.4,0.7,1.4,0.6,2.3,11,17103448
344,Cody Martin,SF,26,CHO,49,11,27.2,2.9,6.5,0.454,1,2.4,0.41,2,4.1,0.48,0.53,1.1,1.7,0.671,1.2,3,4.2,2.6,1.3,0.5,0.9,1.7,8,1782621
15,Cole Anthony,PG,21,ORL,41,41,33.2,6,15.4,0.389,2.1,6.7,0.322,3.8,8.7,0.44,0.459,3.6,4.2,0.85,0.7,5.2,5.9,6,0.9,0.3,2.8,2.6,17.7,3449400
301,Corey Kispert,SF,22,WAS,47,7,18.4,2.1,5,0.426,0.9,2.9,0.324,1.2,2.1,0.566,0.519,0.7,0.9,0.875,0.6,1.8,2.4,0.9,0.3,0.3,0.4,0.9,5.9,3383640
294,Cory Joseph,PG,30,DET,42,16,23.9,2.9,6.4,0.461,1,2.4,0.431,1.9,3.9,0.479,0.543,1.6,1.9,0.848,0.4,2,2.4,3.9,0.7,0.3,1.4,2,8.5,7000000
18,D.J. Augustin,PG,34,HOU,34,2,15,1.6,4,0.404,1.1,2.8,0.406,0.5,1.2,0.4,0.548,1,1.1,0.868,0.2,1,1.2,2.2,0.3,0,1.3,0.5,5.4,7000000
402,Daishen Nix,SG,19,HOU,8,0,8.4,1.6,2.5,0.65,0.4,0.9,0.429,1.3,1.6,0.769,0.725,0.1,0.4,0.333,0.1,1.1,1.3,1.3,0.9,0,1.1,0.4,3.8,NA
348,Dakota Mathias,SG,26,MEM,6,0,2.7,0.3,1,0.333,0.3,1,0.333,0,0,,0.5,0,0,,0,0.3,0.3,0.2,0.2,0,0,0.2,1,NA
28,Dalano Banton,SF,22,TOR,41,1,11.8,1.4,3.6,0.404,0.3,0.9,0.297,1.2,2.7,0.44,0.442,0.4,0.6,0.692,0.7,1.5,2.2,1.7,0.5,0.2,1,1.2,3.6,925258
285,Damian Jones,C,26,SAC,35,4,15.2,2.3,3.7,0.623,0.1,0.4,0.357,2.2,3.3,0.655,0.642,1.4,1.9,0.727,1.5,2.5,4,1.1,0.3,0.6,1,2.1,6.1,1977011
325,Damian Lillard,PG,31,POR,29,29,36.4,7.7,19,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24,39344900
319,Damion Lee,SG,29,GSW,42,3,20.5,3,6.5,0.462,1.2,3.2,0.375,1.8,3.3,0.547,0.555,0.9,1.1,0.867,0.4,2.7,3.1,0.9,0.6,0.1,0.7,1.4,8.1,1910860
142,Damyean Dotson,SG,27,NYK,2,0,10.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,,0,1,1,0.5,0,0,0,0,2,NA
175,Daniel Gafford,C,23,WAS,48,46,20.6,3.8,5.6,0.678,0,0,,3.8,5.6,0.678,0.678,1.4,1.8,0.756,2.3,3.8,6,1,0.4,1.5,0.9,2.4,8.9,1782621
422,Daniel Oturu,C,22,TOR,3,0,9,1,2,0.5,0,0.3,0,1,1.7,0.6,0.5,1,1.7,0.6,0.3,1.3,1.7,0,0,0.7,0,0.3,3,NA
176,Danilo Gallinari,PF,33,ATL,42,1,23.2,3.3,7.8,0.418,1.6,4.1,0.387,1.7,3.7,0.452,0.52,2.1,2.3,0.918,0.5,3.9,4.4,1.4,0.4,0.2,0.6,1.5,10.3,20475000
197,Danny Green,SF,34,PHI,35,23,23.5,2.4,5.7,0.415,1.9,4.8,0.389,0.5,0.9,0.545,0.578,0.3,0.3,0.9,0.5,2.1,2.6,1,1.1,0.8,0.9,1.8,6.9,10000000
246,Danuel House Jr.,SF,28,TOT,24,2,15.5,1.8,4.8,0.386,0.8,2.5,0.339,1,2.3,0.436,0.474,1.1,1.4,0.818,0.3,2.2,2.5,1.3,0.4,0.3,0.9,1,5.6,1498955
246,Danuel House Jr.,SF,28,HOU,16,1,14.6,1.6,4.6,0.338,0.6,2.1,0.294,0.9,2.5,0.375,0.405,1.1,1.2,0.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1,4.8,1498955
246,Danuel House Jr.,SF,28,NYK,1,0,3,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1498955
246,Danuel House Jr.,SF,28,UTA,7,1,19.3,2.7,5.6,0.487,1.4,3.4,0.417,1.3,2.1,0.6,0.615,1.4,2,0.714,0.6,2,2.6,1.6,0.7,0.4,0.6,1.3,8.3,1498955
269,DaQuan Jeffries,SG,24,MEM,3,0,3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,,0,0.7,0.7,0.3,0,0,0,0.3,0.7,NA
39,Darius Bazley,PF,21,OKC,47,31,26.5,3.4,8.5,0.396,1,3.5,0.285,2.4,5,0.474,0.455,1.5,2.1,0.693,1.1,5.3,6.4,1.2,0.8,1.2,1.3,1,9.2,2513040
178,Darius Garland,PG,22,CLE,44,44,34.7,7.5,16,0.467,2.5,6.8,0.369,5,9.2,0.541,0.546,2.2,2.5,0.907,0.5,2.8,3.3,8.2,1.2,0.1,3.6,1.7,19.8,7040880
110,Darren Collison,PG,34,LAL,3,0,12.3,0.7,2.3,0.286,0,1,0,0.7,1.3,0.5,0.286,0,0,,0,1.3,1.3,0.7,0.3,0,0.3,1.7,1.3,NA
150,David Duke Jr.,PG,22,BRK,14,7,17.4,2.1,5.6,0.372,0.5,1.8,0.28,1.6,3.8,0.415,0.417,1,1.2,0.824,1.9,2.1,4.1,0.9,0.5,0.4,0.6,2,5.6,NA
275,David Johnson,SG,20,TOR,2,0,1,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,NA
408,David Nwaba,SF,29,HOU,34,4,14,2,4.1,0.475,0.3,1,0.286,1.7,3.1,0.538,0.511,1,1.4,0.714,0.9,3,3.8,0.8,0.6,0.5,0.5,1.2,5.3,4650000
374,Davion Mitchell,PG,23,SAC,49,7,25.8,4.2,10.4,0.407,1.3,4.2,0.316,2.9,6.2,0.469,0.471,0.5,0.8,0.561,0.5,1.7,2.2,3.4,0.7,0.3,1.1,1.9,10.3,4603320
44,D?vis Bert?ns,PF,29,WAS,33,0,15,1.8,5.1,0.349,1.4,4.3,0.322,0.4,0.8,0.5,0.485,0.8,0.9,0.933,0.2,1.7,1.8,0.5,0.3,0.2,0.4,1.7,5.8,NA
171,De'Aaron Fox,PG,24,SAC,43,43,34.1,7.9,17.2,0.458,0.9,3.7,0.248,7,13.5,0.515,0.484,4.4,5.9,0.744,0.5,3.3,3.8,5.2,1.2,0.4,2.8,2.8,21,28103550
21,Deandre Ayton,C,23,PHO,31,31,29.5,7.1,11.2,0.635,0.1,0.3,0.25,7.1,11,0.644,0.638,2,2.8,0.724,2.8,7.8,10.5,1.6,0.8,0.7,1.7,2.2,16.4,12632950
43,DeAndre' Bembry,SF,27,BRK,47,19,19.8,2.5,4.3,0.587,0.3,0.7,0.455,2.2,3.6,0.613,0.624,0.4,0.7,0.6,0.8,2.4,3.2,1.3,1,0.5,0.6,2.1,5.8,1939350
252,De'Andre Hunter,SF,24,ATL,25,24,28.9,4.9,10.7,0.457,1.4,3.5,0.409,3.4,7.2,0.48,0.524,2,2.9,0.699,0.4,3,3.4,1.2,0.6,0.4,1.4,2.9,13.2,7775400
293,DeAndre Jordan,C,33,LAL,31,19,12.9,1.9,2.8,0.67,0,0,,1.9,2.8,0.67,0.67,0.4,0.8,0.48,1.6,3.9,5.5,0.4,0.3,0.8,0.6,1.6,4.2,10517224
366,De'Anthony Melton,SG,23,MEM,46,13,22.8,3.6,9.3,0.388,1.6,4.8,0.336,2,4.6,0.443,0.474,1,1.5,0.696,1,3.5,4.6,2.7,1.6,0.5,1.4,1.8,9.9,8437500
268,DeJon Jarreau,SG,24,IND,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,NA
392,Dejounte Murray,PG,25,SAS,47,47,34.4,8.1,17.9,0.454,1.3,4.2,0.316,6.8,13.7,0.496,0.491,2,2.7,0.74,1.3,7.1,8.4,9.2,2.1,0.4,2.5,2.1,19.6,15428571
132,DeMar DeRozan,PF,32,CHI,49,49,35.4,9.8,19.4,0.504,0.6,1.9,0.33,9.2,17.6,0.522,0.519,6.8,7.9,0.865,0.9,4.4,5.2,5.1,0.9,0.3,2.3,2.2,27,26000000
116,DeMarcus Cousins,C,31,TOT,22,5,16,2.9,7,0.418,0.7,2.8,0.262,2.2,4.2,0.522,0.471,1.8,2.4,0.769,1.5,4.5,6,1,0.9,0.4,1.3,2.8,8.4,759106
116,DeMarcus Cousins,C,31,MIL,17,5,16.9,3.2,6.9,0.466,0.8,2.8,0.271,2.5,4.1,0.6,0.521,1.8,2.2,0.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1,759106
116,DeMarcus Cousins,C,31,DEN,5,0,13.2,1.8,7,0.257,0.6,2.6,0.231,1.2,4.4,0.273,0.3,1.8,2.8,0.643,2,5,7,1,0.8,0.2,2.6,3,6,759106
19,Deni Avdija,SF,21,WAS,52,6,22.7,2.7,6.2,0.444,0.8,2.7,0.303,1.9,3.4,0.556,0.511,1,1.4,0.74,0.7,4.2,4.8,1.6,0.7,0.6,0.8,2.3,7.3,4692840
